Author Name,Author ID,UID
Haque,brac_author_190,1066
Choudhury,brac_author_191,1067
Sarkar,brac_author_192,1049
Rafi,brac_author_193,1068
Md.Rahim,brac_author_194,1069
Nazmee,brac_author_195,1070
M.S.,brac_author_196,1071
Mahmud,brac_author_197,1039
Alam,brac_author_198,1054
Alam,brac_author_198,1054
Ghosh,brac_author_199,1026
Saha,brac_author_2,1072
Saha,brac_author_2,1072
Rahman,brac_author_20,986
Efaz,brac_author_200,1073
Chowdhury,brac_author_201,1032
Niloy,brac_author_202,1074
Khan,brac_author_203,1002
Juboraj,brac_author_204,1075
Moni,brac_author_205,1076
Mostakim,brac_author_206,1077
Bhuiya,brac_author_207,1078
Islam,brac_author_208,1051
Drishty,brac_author_209,1079
Bakhtiar,brac_author_21,1080
Akash,brac_author_210,1029
Saha,brac_author_211,1072
Arko,brac_author_212,1081
Gazi,brac_author_213,1082
Shahid,brac_author_214,1083
Gomes,brac_author_215,1084
Dipro,brac_author_216,1085
Islam,brac_author_217,1051
Nahian,brac_author_218,1086
Azad,brac_author_219,1087
Mitra,brac_author_22,1088
Reza,brac_author_220,1018
Ghosh,brac_author_221,1026
Dipto,brac_author_222,1089
Nowshin,brac_author_223,1090
Ahmed,brac_author_224,1055
Chowdhury,brac_author_225,1032
Abdunnoor,brac_author_226,1091
Abdullah,brac_author_227,1092
Moshiur,brac_author_228,1093
Robbani,brac_author_229,1094
Hasan,brac_author_23,1052
Hasan,brac_author_23,1052
Sazid,brac_author_230,1095
Siam,brac_author_231,1096
Abtahee,brac_author_232,1097
Abedin,brac_author_233,1098
Mamun,brac_author_234,1099
Nowrin,brac_author_235,1100
Chakrabarty,brac_author_236,1004
Naskar,brac_author_237,1101
Raghib,brac_author_239,1102
Sarkar,brac_author_240,1049
Rahman,brac_author_241,986
Hossain,brac_author_242,1010
Rahman,brac_author_243,986
Alvee,brac_author_244,1103
Tisha,brac_author_245,1104
Tabassum,brac_author_246,1105
Ghosh,brac_author_247,1026
Atika,brac_author_248,1106
Mohammad,brac_author_249,1107
Aziz,brac_author_25,1058
Chowdhury,brac_author_250,1032
Rozario,brac_author_251,1108
Sakin,brac_author_252,1109
Ritu,brac_author_253,1110
Ritu,brac_author_253,1110
Tanha,brac_author_254,1111
Islam,brac_author_255,1051
Islam,brac_author_256,1051
Saleque,brac_author_257,1112
Spriha,brac_author_258,1113
Kamal,brac_author_259,1114
Hoque,brac_author_26,1115
Khan,brac_author_260,1002
Parvez,brac_author_261,1116
Ghosh,brac_author_262,1026
Pal,brac_author_263,1117
Dutta,brac_author_264,1118
Shahriar,brac_author_265,1119
Faisal,brac_author_266,1120
Mahmud,brac_author_267,1039
Alam,brac_author_268,1054
Sohan,brac_author_269,1121
Ahmed,brac_author_27,1055
Ali,brac_author_270,1122
Ali,brac_author_270,1122
Fairooz,brac_author_271,1123
Rahman,brac_author_272,986
Ahmed,brac_author_273,1055
Chakrabarty,brac_author_274,1004
Choudhury,brac_author_275,1067
Khan,brac_author_276,1002
Nahim,brac_author_277,1124
Tulon,brac_author_278,1125
Roy,brac_author_279,1003
Aktar,brac_author_280,1126
Chakrabarty,brac_author_281,1004
Mahbub,brac_author_282,1127
Abedin,brac_author_283,1098
Rahman,brac_author_284,986
Roy,brac_author_285,1003
Roy,brac_author_285,1003
Nanjiba,brac_author_286,1128
Islam,brac_author_287,1051
Chist,brac_author_288,1129
Hussain,brac_author_289,1130
Kabir,brac_author_290,1131
Sadik,brac_author_291,1132
Makamay,brac_author_292,1133
Anik,brac_author_293,1134
Yeaser,brac_author_294,1135
Hossain,brac_author_295,1010
Salama,brac_author_296,1136
Sarker,brac_author_297,1137
Hasan,brac_author_298,1052
Haque,brac_author_299,1066
Amyeen,brac_author_30,1138
Khan,brac_author_300,1002
Ruhi,brac_author_301,1139
Hasan,brac_author_302,1052
Samio,brac_author_303,1140
Nipu,brac_author_304,1141
Talukder,brac_author_305,1142
Dey,brac_author_306,1143
Dey,brac_author_306,1143
Rafi,brac_author_307,1068
Parash,brac_author_308,1144
Chakrabarty,brac_author_309,1004
Ibtehaz,brac_author_31,1145
Noshin,brac_author_310,1146
Mariam,brac_author_311,1147
Khan,brac_author_312,1002
Majed,brac_author_313,1148
Hossain,brac_author_314,1010
Hossain,brac_author_315,1010
Banik,brac_author_316,1149
Hossain,brac_author_317,1010
Antar,brac_author_318,1150
Chaki,brac_author_319,1151
Chowdhury,brac_author_32,1032
Rasel,brac_author_320,1152
Abdullah,brac_author_321,1092
Khan,brac_author_322,1002
Khan,brac_author_322,1002
Sultana,brac_author_323,1153
Tasbih,brac_author_324,1154
Alam,brac_author_325,1054
Alam,brac_author_325,1054
Chakrabarty,brac_author_326,1004
Sakib,brac_author_327,1155
Jerin,brac_author_328,1156
Khan,brac_author_329,1002
Khan,brac_author_329,1002
Hossain,brac_author_33,1010
Quader,brac_author_330,1157
Hassan,brac_author_331,1158
Jasmin,brac_author_332,1159
Azad,brac_author_333,1087
Rasel,brac_author_334,1152
Abdullah,brac_author_335,1092
Chakrabarty.,brac_author_336,1160
Abir,brac_author_337,1064
Mahal,brac_author_338,1161
Barua,brac_author_339,1056
Faequa,brac_author_34,1162
Shadman,brac_author_340,1163
Sunnat,brac_author_341,1164
Alam,brac_author_342,1054
Alam,brac_author_342,1054
Mostakim,brac_author_343,1077
Biswas,brac_author_344,1165
Collier.,brac_author_345,1166
Collier,brac_author_346,1011
Mansoor,brac_author_347,1034
Razzak,brac_author_348,1167
Sobhan,brac_author_349,1168
Kaykobad,brac_author_35,1169
Chowdhury,brac_author_350,1032
Ahmed,brac_author_351,1055
Saifuzzaman,brac_author_352,1170
Ananna,brac_author_353,1171
Chowdhury,brac_author_354,1032
Shammee,brac_author_356,1172
Shammee,brac_author_356,1172
T.,brac_author_357,1173
T.,brac_author_357,1173
Mou,brac_author_359,1174
Mou,brac_author_359,1174
Nath,brac_author_36,1175
Nath,brac_author_36,1175
Alshdadi,brac_author_363,1176
Chang,brac_author_365,1177
Chang,brac_author_365,1177
Alassafi,brac_author_367,1178
Furness,brac_author_368,1179
Furness,brac_author_368,1179
Kolberg,brac_author_369,1180
Kolberg,brac_author_369,1180
Datta,brac_author_37,1181
Datta,brac_author_37,1181
Poet,brac_author_370,1182
Saifullah,brac_author_372,1183
Chowdhury,brac_author_375,1032
Hossain,brac_author_376,1010
Islam,brac_author_377,1051
Delamare,brac_author_378,1184
Chowdhury,brac_author_379,1032
Hossain,brac_author_38,1010
Talha,brac_author_383,1185
Talha,brac_author_383,1185
Nahim,brac_author_39,1124
Siddiki,brac_author_390,1186
Siddiki,brac_author_390,1186
Jabed,brac_author_391,1187
Jabed,brac_author_391,1187
Acharjee,brac_author_392,1188
J.,brac_author_393,1189
J.,brac_author_393,1189
Moniruzzaman,brac_author_394,1190
Chowdhury,brac_author_395,1032
Jakariya,brac_author_396,1191
Alam,brac_author_397,1054
Alam,brac_author_397,1054
Rahman,brac_author_398,986
Ahmed,brac_author_399,1055
Ahmed,brac_author_399,1055
Rahman,brac_author_4,986
Anwar,brac_author_40,1192
Anwar,brac_author_40,1192
Elahi,brac_author_400,1193
Khan,brac_author_401,1002
Roy,brac_author_402,1003
Roy,brac_author_402,1003
MZA,brac_author_403,1194
MZA,brac_author_403,1194
Simanto,brac_author_404,1195
Mohammed,brac_author_405,1196
Atick,brac_author_406,1197
Ahmed,brac_author_408,1055
Islam,brac_author_409,1051
Lee,brac_author_41,1198
Lee,brac_author_41,1198
Rayhan,brac_author_410,1199
Mahbub,brac_author_411,1127
Jani,brac_author_412,1200
Jani,brac_author_412,1200
Farid,brac_author_413,1201
Mousavian,brac_author_414,1202
Dehzangi,brac_author_415,1203
Muhammod,brac_author_416,1204
Farid,brac_author_417,1201
Sharma,brac_author_418,1205
Chowdhury,brac_author_419,1032
Lee,brac_author_42,1198
Lee,brac_author_42,1198
Muksit,brac_author_420,1206
Hasan,brac_author_421,1052
Hasan,brac_author_421,1052
MFHB,brac_author_422,1207
Haque,brac_author_423,1066
Anwary,brac_author_424,1208
Sworna,brac_author_425,1209
Rahman,brac_author_426,986
Hasan,brac_author_427,1052
Hasan,brac_author_427,1052
Khan,brac_author_428,1002
Khan,brac_author_428,1002
Adilina,brac_author_429,1210
Firoz,brac_author_43,1211
Maruf,brac_author_430,1212
Miah,brac_author_431,1213
Miah,brac_author_431,1213
Khan,brac_author_432,1002
Khan,brac_author_432,1002
Amin,brac_author_433,1214
Amin,brac_author_433,1214
Rahman,brac_author_434,986
Sifat,brac_author_435,1215
Liton,brac_author_436,1216
Ahmad,brac_author_438,1217
Ahmad,brac_author_438,1217
Lin,brac_author_439,1218
Lin,brac_author_439,1218
Sarwar,brac_author_44,1219
Zaman,brac_author_440,1220
Zaman,brac_author_440,1220
Rashid,brac_author_441,1022
Aktar,brac_author_442,1126
Aktar,brac_author_442,1126
Jani,brac_author_443,1200
Jani,brac_author_443,1200
Shadab,brac_author_444,1221
Khan,brac_author_445,1002
Neezi,brac_author_446,1222
Alam,brac_author_447,1054
Alam,brac_author_447,1054
Ahmed,brac_author_448,1055
Alam,brac_author_449,1054
Alam,brac_author_449,1054
Sattar,brac_author_45,1223
Ulisses,brac_author_450,1224
Uddin,brac_author_451,1033
Robin,brac_author_452,1225
Raiaan,brac_author_453,1226
Fahad,brac_author_455,1227
Mamun,brac_author_456,1099
Ali,brac_author_457,1122
Ali,brac_author_457,1122
Abedeen,brac_author_458,1228
Prottyasha,brac_author_459,1229
Raihan,brac_author_46,1230
Ahmed,brac_author_460,1055
Ahmed,brac_author_460,1055
Chowdhury,brac_author_461,1032
Sarker,brac_author_462,1137
Saud,brac_author_463,1231
Newton,brac_author_464,1232
Jahan,brac_author_465,1031
Jahan,brac_author_465,1031
Ahamed,brac_author_466,1233
Bishwas,brac_author_467,1234
Sarkar,brac_author_468,1049
Hussain,brac_author_469,1130
Prome,brac_author_47,1235
Hasan,brac_author_470,1052
Sattar,brac_author_471,1223
Sharma,brac_author_472,1205
Tsunoda,brac_author_473,1236
Dehzangi,brac_author_474,1203
Hossain,brac_author_475,1010
Mukta,brac_author_476,1237
Azim,brac_author_477,1238
Azim,brac_author_477,1238
Noshadi,brac_author_478,1239
Sabah,brac_author_479,1240
Sabah,brac_author_479,1240
Kaykobad,brac_author_48,1169
Anwar,brac_author_480,1192
Afroze,brac_author_481,1241
Azad,brac_author_482,1087
Azad,brac_author_482,1087
Karim,brac_author_483,1242
Karim,brac_author_483,1242
Zaman,brac_author_484,1220
Zaman,brac_author_484,1220
Kumar,brac_author_485,1243
Kumar,brac_author_485,1243
Khandokar,brac_author_486,1244
Dipta,brac_author_487,1245
Taherzadeh,brac_author_488,1246
Ahmad,brac_author_489,1217
Sarwar,brac_author_49,1219
Sarwar,brac_author_49,1219
Arafat,brac_author_490,1247
Sabik,brac_author_491,1248
Sakiba,brac_author_492,1249
Muzahidul,brac_author_493,1250
Ahmed,brac_author_494,1055
Ahmed,brac_author_494,1055
Himu,brac_author_495,1251
Himu,brac_author_495,1251
Jahangir,brac_author_496,1252
Ridoy,brac_author_497,1253
Dhar,brac_author_498,1254
Dhar,brac_author_498,1254
Mamun,brac_author_499,1099
Mamun,brac_author_499,1099
Akbar,brac_author_5,1255
Chadni,brac_author_500,1256
Anas,brac_author_501,1257
Anas,brac_author_501,1257
Ahmed,brac_author_502,1055
Ahmed,brac_author_502,1055
Siraj,brac_author_503,1258
Siraj,brac_author_503,1258
Jannat,brac_author_504,1259
Rasul,brac_author_505,1050
Rasul,brac_author_505,1050
Chowdhury,brac_author_506,1032
Khondokar,brac_author_507,1260
Jhilik,brac_author_508,1261
Jahan,brac_author_509,1031
Jahan,brac_author_509,1031
Khatun,brac_author_510,1262
Haque,brac_author_511,1066
Wright,brac_author_512,1263
Scielzo,brac_author_513,1264
Saha,brac_author_514,1072
Saha,brac_author_514,1072
Ahmed,brac_author_515,1055
Ulti,brac_author_516,1265
Ulti,brac_author_516,1265
hajano,brac_author_517,1266
hajano,brac_author_517,1266
Matachetar,brac_author_518,1267
Nandy,brac_author_519,1268
Nandy,brac_author_519,1268
Chandra,brac_author_520,1269
Al-Ameen,brac_author_521,1270
Guha,brac_author_522,1271
Guha,brac_author_522,1271
Rifat,brac_author_523,1272
Jannat,brac_author_524,1259
Kabir,brac_author_525,1131
Sharma,brac_author_526,1205
Das,brac_author_527,1009
Das,brac_author_527,1009
Haque,brac_author_528,1066
Haque,brac_author_528,1066
Haque,brac_author_529,1066
Haque,brac_author_529,1066
Ahmed,brac_author_530,1055
Das,brac_author_531,1009
Das,brac_author_531,1009
Islam,brac_author_532,1051
Vuorinen,brac_author_533,1273
Rashed,brac_author_534,1274
Morshed,brac_author_535,1275
Rony,brac_author_536,1276
Hassan,brac_author_537,1158
Doolani,brac_author_538,1277
Setty,brac_author_539,1278
Setty,brac_author_539,1278
Bhattacharjee,brac_author_540,1279
Hady,brac_author_541,1280
Hady,brac_author_541,1280
Alam,brac_author_542,1054
Rabbi,brac_author_543,1281
Rabbi,brac_author_543,1281
Azeez,brac_author_545,1282
Azeez,brac_author_545,1282
Joque,brac_author_546,1283
Joque,brac_author_546,1283
Alam,brac_author_547,1054
Alam,brac_author_547,1054
Al-Rasheed,brac_author_548,1284
Morshed,brac_author_549,1275
Safir,brac_author_550,1285
Mim,brac_author_551,1286
Mim,brac_author_551,1286
HAQUE,brac_author_552,1287
HAQUE,brac_author_552,1287
SOULEY,brac_author_553,1288
Rahman,brac_author_554,986
Sandhi,brac_author_555,1289
Wang,brac_author_556,1290
Wang,brac_author_556,1290
Shahriyar,brac_author_557,1291
Nowsher,brac_author_558,1292
Baidya,brac_author_559,1293
Akter,brac_author_56,1294
Akter,brac_author_56,1294
Eshita,brac_author_560,1295
Rofi,brac_author_561,1296
Noor,brac_author_562,1297
Noor,brac_author_562,1297
Shiba,brac_author_563,1298
Mathews,brac_author_564,1299
Haque,brac_author_565,1066
Haque,brac_author_566,1066
Nabia,brac_author_567,1300
Kabir,brac_author_568,1131
Kabir,brac_author_568,1131
Muhammad,brac_author_569,1301
Hossain,brac_author_572,1010
Saidur,brac_author_573,1302
Asswad,brac_author_574,1303
Grimshaw,brac_author_575,1304
Shahriar,brac_author_576,1119
Grimshaw,brac_author_577,1304
Rizwanul,brac_author_578,1305
Tareq,brac_author_579,1306
Hossain,brac_author_580,1010
Faisal,brac_author_581,1120
Tariqul,brac_author_582,1307
Tasnim,brac_author_583,1060
Rabiul,brac_author_584,1308
Tanzim,brac_author_585,1309
Sangita,brac_author_586,1310
Mohammad,brac_author_587,1107
Ashraful,brac_author_588,1311
Muhammad,brac_author_589,1301
C.,brac_author_59,1312
C.,brac_author_59,1312
Khondokar,brac_author_590,1260
Mohammad,brac_author_591,1107
Shahinur,brac_author_592,1313
Ki-Chul,brac_author_593,1314
Munkh-Uchral,brac_author_594,1315
Mohammed,brac_author_595,1196
Asharful,brac_author_596,1316
Nam,brac_author_598,1317
Nam,brac_author_598,1317
Iqbal,brac_author_6,1318
Iqbal,brac_author_6,1318
Numao,brac_author_60,1319
Numao,brac_author_60,1319
Shariar,brac_author_600,1320
Young-Tae,brac_author_602,1321
Kwang-Gi,brac_author_603,1322
Yan-Ling,brac_author_604,1323
Young-Seok,brac_author_605,1324
Mei-Lan,brac_author_606,1325
Thanh,brac_author_607,1326
Nam,brac_author_608,1317
Nam,brac_author_608,1317
Hoang,brac_author_609,1327
Nasreen,brac_author_61,1328
Nasreen,brac_author_61,1328
Munkh-Uchral,brac_author_610,1315
Baasantseren,brac_author_611,1329
Hyeung,brac_author_612,1330
Weina,brac_author_613,1331
Anh-Hoang,brac_author_614,1332
Ashraful,brac_author_615,1311
Jeong-Hyeon,brac_author_616,1333
Zahangir,brac_author_617,1334
Jae-Hyeung,brac_author_618,1335
Silma,brac_author_619,1336
C.,brac_author_62,1312
C.,brac_author_62,1312
Arpita,brac_author_620,1337
Mitheela,brac_author_621,1338
Sakhawat,brac_author_622,1339
Nuhas,brac_author_623,1340
Mazumder,brac_author_624,1341
Shakib,brac_author_626,1342
Mehafuza,brac_author_627,1343
Abdulla,brac_author_628,1344
Farid,brac_author_63,1201
Farid,brac_author_63,1201
Ashrafee,brac_author_630,1345
Akibur,brac_author_631,1346
Nahian,brac_author_632,1086
Rashid,brac_author_633,1022
Annur,brac_author_635,1347
Mashrafi,brac_author_636,1348
Sudipta,brac_author_637,1349
Sayeed,brac_author_638,1350
Inzamam,brac_author_639,1351
D.,brac_author_64,995
D.,brac_author_64,995
Hasibul,brac_author_641,1352
Sultana,brac_author_642,1153
Richie,brac_author_643,1353
Ashraful,brac_author_645,1311
Afsana,brac_author_646,1354
Fariha,brac_author_647,1355
Mohiuddin,brac_author_648,1356
Mahadi,brac_author_649,1357
Tanzim,brac_author_650,1309
Tabassum,brac_author_651,1105
Ehsanul,brac_author_652,1358
Junayed,brac_author_653,1359
G.M.Rafi,brac_author_654,1360
Tahsina,brac_author_655,1361
Ashraful,brac_author_656,1311
Fairoz,brac_author_657,1362
Amanat,brac_author_658,1363
Muzahidul,brac_author_659,1250
Ashrfaul,brac_author_660,1364
Nasrin,brac_author_661,1365
Salehin,brac_author_663,1366
Bilash,brac_author_664,1367
Khandker,brac_author_665,1368
Tanvir,brac_author_666,1369
Hasib,brac_author_667,1370
Swarna,brac_author_668,1371
Alam,brac_author_669,1054
Dipto,brac_author_670,1089
Afifa,brac_author_671,1372
Sagor,brac_author_672,1373
Reza,brac_author_673,1018
Reza,brac_author_673,1018
Alam,brac_author_674,1054
Arko,brac_author_675,1081
Hossain,brac_author_676,1010
Dipto,brac_author_677,1089
Shad,brac_author_678,1374
Alam,brac_author_679,1054
Raj,brac_author_680,1375
Tasdid,brac_author_681,1376
Nidra,brac_author_682,1377
Zaman,brac_author_685,1220
Sakline,brac_author_687,1378
Sagor,brac_author_689,1373
R.,brac_author_69,1379
R.,brac_author_69,1379
Jahan,brac_author_690,1031
Reza,brac_author_692,1018
Hossain,brac_author_693,1010
Sujon,brac_author_694,1380
Kabir,brac_author_695,1131
Mohammed,brac_author_698,1196
Rahmat,brac_author_699,1381
Hasan,brac_author_7,1052
Kabir,brac_author_70,1131
Kabir,brac_author_70,1131
Sohanur,brac_author_700,1382
Hasnayen,brac_author_701,1383
Nasrin,brac_author_703,1365
Nasrin,brac_author_704,1365
Ahmed,brac_author_706,1055
Sultana,brac_author_707,1153
Ullas,brac_author_708,1384
Begom,brac_author_709,1385
Sadeque,brac_author_711,1386
Xu,brac_author_712,1387
Xu,brac_author_712,1387
Bethard,brac_author_713,1388
Lin,brac_author_714,1218
Lin,brac_author_714,1218
Dligach,brac_author_715,1389
Savova,brac_author_716,1390
Miller,brac_author_717,1391
Rains,brac_author_718,1392
Rains,brac_author_718,1392
Shmargad,brac_author_719,1393
Huda,brac_author_72,1394
Huda,brac_author_72,1394
Kenski,brac_author_720,1395
Coe,brac_author_721,1396
Coe,brac_author_721,1396
Pedersen,brac_author_722,1397
Solorio,brac_author_723,1398
Shrestha,brac_author_724,1399
Rey-Villamizar,brac_author_725,1400
Miller,brac_author_726,1391
Sadeque,brac_author_727,1386
Yasar,brac_author_728,1401
Yasar,brac_author_728,1401
Shihab,brac_author_729,1402
Hasan,brac_author_730,1052
Emon,brac_author_731,1403
Emon,brac_author_731,1403
Hossen,brac_author_732,1404
Ansary,brac_author_733,1405
Ahmed,brac_author_734,1055
Ahmed,brac_author_734,1055
Farhan,brac_author_735,1406
Joy,brac_author_736,1407
Joy,brac_author_736,1407
Mannan,brac_author_737,1408
Mahtab,brac_author_738,1409
Rifat,brac_author_740,1272
Shruti,brac_author_741,1410
Kamal,brac_author_742,1114
Kamal,brac_author_742,1114
Nowshin,brac_author_743,1090
Tasnim,brac_author_744,1060
Gupta,brac_author_745,1411
Juee,brac_author_746,1412
Juee,brac_author_746,1412
Tahsin,brac_author_747,1413
Ghum,brac_author_748,1414
Ghum,brac_author_748,1414
Fatema,brac_author_749,1415
Haider,brac_author_750,1416
Turpa,brac_author_751,1417
Azmal,brac_author_752,1418
Azmal,brac_author_752,1418
Islam,brac_author_753,1051
Manab,brac_author_754,1419
Mondal,brac_author_755,1420
Zabeen,brac_author_756,1421
Rahman,brac_author_757,986
Hasan,brac_author_758,1052
Zulkarnain,brac_author_759,1422
Islam,brac_author_760,1051
Farabe,brac_author_761,1423
Shawon,brac_author_762,1424
Abedin,brac_author_763,1098
Sushmit,brac_author_764,1425
Yadav,brac_author_765,1426
Yadav,brac_author_765,1426
Heidorn,brac_author_766,1427
Cui,brac_author_767,1428
Cui,brac_author_767,1428
Kotwal,brac_author_77,1429
Kotwal,brac_author_77,1429
M.,brac_author_78,994
Muhammad,brac_author_79,1301
Lee,brac_author_8,1198
Lee,brac_author_8,1198
Siddiqi,brac_author_81,1430
Siddiqi,brac_author_81,1430
F.,brac_author_82,1431
F.,brac_author_82,1431
Maruf,brac_author_83,1212
Maruf,brac_author_83,1212
G.,brac_author_84,1432
G.,brac_author_84,1432
Mridha,brac_author_85,1433
Mridha,brac_author_85,1433
Banik,brac_author_86,1149
Banik,brac_author_86,1149
J.,brac_author_88,1189
J.,brac_author_88,1189
Yousuf,brac_author_89,1434
Moosa,brac_author_9,1435
Faisal,brac_author_91,1120
Chowdury,brac_author_92,1436
H.,brac_author_93,1437
Dahal,brac_author_94,1438
Dahal,brac_author_94,1438
Farid,brac_author_97,1201
Darmont,brac_author_99,1439
Darmont,brac_author_99,1439
Zarif,buet_author_0,1440
Dianbo,buet_author_1,1441
Arpita,buet_author_10,1337
Dutta,buet_author_100,1118
Kabir,buet_author_1000,1131
Chowdhury,buet_author_1003,1032
Khan,buet_author_1007,1002
Muhammad,buet_author_101,1301
Hossain,buet_author_1013,1010
Iliopoulos,buet_author_1016,1442
Jawaherul,buet_author_1018,1443
Shahariar,buet_author_102,1444
Hoque,buet_author_1025,1115
Rahman,buet_author_1026,986
Sumaiya,buet_author_103,1445
Amin,buet_author_1033,1214
rotation,buet_author_1034,1446
scaling,buet_author_1035,1447
scaling,buet_author_1035,1447
Akhand,buet_author_1036,1448
Sanzana,buet_author_104,1449
Bhuiyan,buet_author_1042,1450
Ishrat,buet_author_105,1451
Nahiduzzaman,buet_author_1050,1452
transpositions,buet_author_1054,1453
Yao,buet_author_1055,1454
Yao,buet_author_1055,1454
Masud,buet_author_1059,1455
Hussain,buet_author_106,1130
Christodoulakis,buet_author_1065,1456
Rahman,buet_author_1067,986
Kashem,buet_author_1068,1457
Samiul,buet_author_107,1458
Ahmmed,buet_author_1073,1459
Abdullah-Al-Mamun,buet_author_1074,1460
Siddiqui,buet_author_1076,1461
Avijit,buet_author_1078,1462
Moazzem,buet_author_1079,1463
Kamruzzaman,buet_author_1082,1464
Murshed,buet_author_1085,1465
Mesbaul,buet_author_1091,1466
Limam,buet_author_1095,1467
Ziembicki,buet_author_1096,1468
Iraqi,buet_author_1097,1469
T.,buet_author_1098,1173
T.,buet_author_1098,1173
Boutaba,buet_author_1099,1470
Ajwad,buet_author_11,1471
Abdullah,buet_author_110,1092
Hosain,buet_author_1100,1472
Newton,buet_author_1101,1232
Masum,buet_author_1105,1473
Mamun,buet_author_1106,1099
Mahfuza,buet_author_111,1474
Alom,buet_author_1112,1475
Mitra,buet_author_1114,1088
Abedin,buet_author_1115,1098
Kashem,buet_author_1116,1457
Rahman,buet_author_1117,986
Velocity,buet_author_1119,1476
Ishrat,buet_author_112,1451
Mohammad,buet_author_1121,1107
Asaduzzaman,buet_author_1122,1477
Nishizeki,buet_author_1123,1478
Shubhashis,buet_author_1124,1479
Spanning,buet_author_1126,1480
Search,buet_author_1127,1481
Abdulrahman,buet_author_113,1482
Operations,buet_author_1131,1483
Rahman,buet_author_1132,986
Chowdhury,buet_author_1133,1032
Mustaq,buet_author_1134,1484
Chowdhury,buet_author_1135,1032
Asaduzzaman,buet_author_1136,1477
Muhammad,buet_author_1137,1301
Khan,buet_author_1139,1002
Khan,buet_author_1139,1002
Jannatun,buet_author_114,1485
K.,buet_author_1140,1001
K.,buet_author_1140,1001
Manning,buet_author_1141,1486
Storage,buet_author_1144,1487
Wilson,buet_author_1146,1488
McGregor,buet_author_1147,1489
Khondoker,buet_author_1150,1490
Rahman,buet_author_1151,986
Masud,buet_author_1152,1455
Intelligence,buet_author_1158,1491
Khondoker,buet_author_1160,1490
Zhou,buet_author_1163,1492
Zhou,buet_author_1163,1492
Nishizeki,buet_author_1164,1478
Shin-ichi,buet_author_1167,1493
Suman,buet_author_1168,1494
Al-Nabhan,buet_author_117,1495
Wasif,buet_author_1171,1496
Chowdhury,buet_author_1172,1032
Rahman,buet_author_1174,986
Kamal,buet_author_1175,1114
Rafiq,buet_author_1176,1497
Shin,buet_author_1177,1498
H.S.,buet_author_1178,1499
H.S.,buet_author_1178,1499
Humayun,buet_author_1181,1500
Shahid,buet_author_1182,1083
Sanaul,buet_author_1185,1501
Utilization,buet_author_1186,1502
Kamruzzaman,buet_author_1188,1464
Sarfaraz,buet_author_119,1503
Majumdar,buet_author_1190,1504
Murshed,buet_author_1192,1465
Shahadatullah,buet_author_1194,1505
Rahman,buet_author_1196,986
Bakhtiar,buet_author_1197,1080
H.,buet_author_1198,1437
H.,buet_author_1198,1437
Tasnim,buet_author_12,1060
Rahman,buet_author_1200,986
Hassan,buet_author_1202,1158
Q.N.U.,buet_author_1208,1506
Ahsan,buet_author_1209,1507
Shamsher,buet_author_1210,1508
Ganit,buet_author_1214,1509
Ganit,buet_author_1214,1509
Algebra,buet_author_1215,1510
publication,buet_author_1226,1511
Gburzynski,buet_author_1228,1512
Biswas,buet_author_123,1165
Gburzynski,buet_author_1230,1512
Kaminska,buet_author_1231,1513
A.A.,buet_author_1232,1514
Problems,buet_author_1236,1515
Majority,buet_author_1238,1516
Tanzima,buet_author_124,1517
Intiser,buet_author_1244,1518
Reyazul,buet_author_1245,1519
Shahriar,buet_author_1247,1119
Debojit,buet_author_1248,1520
Saifur,buet_author_1249,1521
Muhammad,buet_author_125,1301
Raiyan,buet_author_1256,1522
Suzad,buet_author_1257,1523
Suzad,buet_author_1257,1523
Jobair,buet_author_1258,1524
Duckham,buet_author_126,1525
Chowdhury,buet_author_1261,1032
Christopher,buet_author_1262,1526
Ming,buet_author_1263,1527
Prottoy,buet_author_1266,1528
Shamiul,buet_author_1267,1529
Tasnim,buet_author_1268,1060
Raihan,buet_author_1269,1230
Mahathir,buet_author_127,1530
Mohammad,buet_author_1270,1107
Jahedul,buet_author_1271,1531
Chandra,buet_author_1272,1269
Muhammad,buet_author_1273,1301
Sheikh,buet_author_1274,1532
Suryadipta,buet_author_1275,1533
Israt,buet_author_1278,1534
Muhammad,buet_author_1279,1301
Tabassum,buet_author_128,1105
Detection,buet_author_1280,1535
Minaoar,buet_author_1282,1536
Uddin,buet_author_1283,1033
Ubiquitous,buet_author_1289,1537
Radosevic,buet_author_129,1538
language,buet_author_1295,1539
Jabunnesa,buet_author_1296,1540
Narman,buet_author_1297,1541
Adeeba,buet_author_1298,1542
Rahman,buet_author_13,986
Mohammad,buet_author_130,1107
Shohrab,buet_author_1300,1543
Shagufta,buet_author_1301,1544
Uddin,buet_author_1304,1033
Shareef,buet_author_1305,1545
Anderson,buet_author_1306,1546
Zelin,buet_author_1307,1547
Anderson,buet_author_1308,1546
Serene,buet_author_131,1548
Abubakar,buet_author_1318,1549
Ibrahim,buet_author_1319,1550
Katherine,buet_author_132,1551
Mohammad,buet_author_1320,1107
Swapnil,buet_author_1321,1552
Musharaf,buet_author_1322,1553
Mustafa,buet_author_1323,1554
Shahariar,buet_author_1326,1444
Moloud,buet_author_1328,1555
Aickelin,buet_author_1329,1556
Yaguang,buet_author_133,1557
Pietro,buet_author_1330,1558
Saeid,buet_author_1331,1559
